place,title,msg,price,per_meter,year,area,age,lat,lng,income,loc,place,平均值项:lat,平均值项:lng,平均值项:per_meter,,,,,,,
万千公寓,交通便利，采光充足，配套齐全，南北通透,低楼层 (共28层) | 2000年建 | 3室2厅 | 127.24平米 | 南 北,775,"60,909",2000,127.24,22,31.26250926,121.437575,70500,1,爱建新村,31.24945384,121.404576,65306,,,,,,,
延长小区(普陀),内环边 双南两房 品质小区 交通方便,低楼层 (共18层) | 1989年建 | 2室1厅 | 73.09平米 | 南,470,"64,305",1989,73.09,33,31.27327578,121.4473087,70500,1,,,,,,,,,,,
延长西路200弄,东南两室户小区环境佳 房东诚心出售采光好,高楼层 (共6层) | 1982年建 | 2室0厅 | 50.74平米 | 东 东南,329,"64,841",1982,50.74,40,31.26958111,121.4456761,70500,1,,,,,,,,,,,
延长西路529弄,近地铁+满五+税少+单价低+低楼层+同济医院400米,低楼层 (共6层) | 1989年建 | 1室1厅 | 48.37平米 | 南,282,"58,301",1989,48.37,33,31.26577316,121.4395777,70500,1,,,,,,,,,,,
延长西路529弄,甘泉宜川2楼一室一厅 业主家庭仅一套追溯满五 阳台8平,低楼层 (共6层) | 1989年建 | 1室1厅 | 48.37平米 | 南,278,"57,474",1989,48.37,33,31.26577316,121.4395777,70500,1,,,,,,,,,,,
延长西路529弄,延长西路529弄 1室1厅 南,中楼层 (共6层) | 1989年建 | 1室1厅 | 47.89平米 | 南,269,"56,171",1989,47.89,33,31.26577316,121.4395777,70500,1,,,,,,,,,,,
延长西路529弄,精装修 一房一厅 南北通透 楼层好 出行方便 配套成熟,中楼层 (共6层) | 1992年建 | 1室1厅 | 43.7平米 | 南 北,280,"64,074",1992,43.7,30,31.26577316,121.4395777,70500,1,,,,,,,,,,,
延长西路780弄,7号线新村路地铁口 单价低总价低 一室一厅朝南,高楼层 (共6层) | 1994年建 | 1室1厅 | 45.62平米 | 南,255,"55,897",1994,45.62,28,31.26634805,121.4326391,70500,1,,,,,,,,,,,
建德花园丁香苑,*税少 苏州河近地铁 南北阳台 落地窗 带储藏间,低楼层 (共6层) | 2000年建 | 3室2厅 | 132.96平米 | 南,830,"62,425",2000,132.96,22,31.23783866,121.3657751,70500,1,,,,,,,,,,,
建德花园丁香苑,近地铁+户型方正+中间楼层+采光通风好,中楼层 (共6层) | 2000年建 | 2室2厅 | 108.04平米 | 南,690,"63,866",2000,108.04,22,31.23783866,121.3657751,70500,1,,,,,,,,,,,
建德花园紫荆苑,南北通，全明格局，满5wei1，楼层好，地铁800米,低楼层 (共6层) | 1998年建 | 2室1厅 | 74.58平米 | 东南 南,490,"65,702",1998,74.58,24,31.24311443,121.3671926,70500,1,,,,,,,,,,,
建德花园紫荆苑,急售！中层 离地铁近，位置好，税少,中楼层 (共6层) | 1998年建 | 2室2厅 | 72.6平米 | 南,468,"64,463",1998,72.6,24,31.24311443,121.3671926,70500,1,,,,,,,,,,,
建德花园紫藤苑,此房南北复式前后采光无遮挡房东诚意出售，环境安静,高楼层 (共6层) | 2000年建 | 3室2厅 | 146.77平米 | 南 北,828,"56,415",2000,146.77,22,31.24559876,121.3636255,70500,1,,,,,,,,,,,
建德花园郁金香苑(公寓),郁金香苑经典三房+视野开阔+采光充足+苏州河畔,高楼层 (共6层) | 2000年建 | 3室2厅 | 108.06平米 | 东 南,658,"60,893",2000,108.06,22,31.2399805,121.3647378,70500,1,,,,,,,,,,,
开开公寓,开开公寓，70年产权电梯商品房，两房正规厅，全明格局,低楼层 (共24层) | 1997年建 | 2室1厅 | 86.78平米 | 南,660,"76,055",1997,86.78,25,31.24466731,121.4024826,70500,1,,,,,,,,,,,
开开公寓,电梯高区三房带装修双南一北，景观视野好13/15双轨交,高楼层 (共24层) | 1997年建 | 3室1厅 | 106.8平米 | 南,859,"80,431",1997,106.8,25,31.24466731,121.4024826,70500,1,,,,,,,,,,,
德怡苑,四轨交汇+内环内精装两房+高区采光无遮挡,高楼层 (共7层) | 1987年建 | 2室1厅 | 49.8平米 | 南,410,"82,330",1987,49.8,35,31.24918641,121.4394375,70500,1,,,,,,,,,,,
德怡苑,业主诚心，朝南一房，四轨交汇。,中楼层 (共6层) | 1985年建 | 1室1厅 | 35.59平米 | 南,300,"84,294",1985,35.59,37,31.24918641,121.4394375,70500,1,,,,,,,,,,,
德怡苑,内环全明户型 地铁口 售后公房 通风采光好 业主诚意卖,高楼层 (共7层) | 1987年建 | 2室1厅 | 46.6平米 | 南,360,"77,254",1987,46.6,35,31.24918641,121.4394375,70500,1,,,,,,,,,,,
德怡苑,德怡苑 2室1厅 南,低楼层 (共21层) | 1989年建 | 2室1厅 | 82.79平米 | 南,669,"80,807",1989,82.79,33,31.24918641,121.4394375,70500,1,,,,,,,,,,,
德怡苑,德怡苑 2室1厅 南,低楼层 (共26层) | 1990年建 | 2室1厅 | 68.11平米 | 南,539,"79,137",1990,68.11,32,31.24918641,121.4394375,70500,1,,,,,,,,,,,
德怡苑,业主急售，满五年，税费低，看房方便,低楼层 (共26层) | 1990年建 | 2室0厅 | 70.43平米 | 东南,535,"75,962",1990,70.43,32,31.24918641,121.4394375,70500,1,,,,,,,,,,,
德诚大厦,长寿路神盘，可看苏州河，户型特正气，南向无遮挡！,低楼层 (共30层) | 1995年建 | 4室2厅 | 166.7平米 | 南,1188,"71,266",1995,166.7,27,31.25051498,121.4396797,70500,1,,,,,,,,,,,
怒江新苑,大渡河路站复式房，带大露台， 采光佳交通便利,高楼层 (共6层) | 1997年建 | 4室1厅 | 128.34平米 | 南,960,"74,802",1997,128.34,25,31.24198034,121.4039902,70500,1,,,,,,,,,,,
怒江新苑,大渡河路站复式房，带大露台， 采光佳交通便利,高楼层 (共6层) | 1997年建 | 4室1厅 | 128.34平米 | 南,960,"74,802",1997,128.34,25,31.24198034,121.4039902,70500,1,,,,,,,,,,,
怒江新苑,大渡河路复式房，满五年，南北双露台， 采光佳交通便,高楼层 (共6层) | 1997年建 | 3室2厅 | 140.87平米 | 南,1000,"70,988",1997,140.87,25,31.24198034,121.4039902,70500,1,,,,,,,,,,,
恒盛鼎城华公馆,【特惠】M15地铁口 宜居小区 中环旁 南北通 户型佳,低楼层 (共16层) | 2011年建 | 2室2厅 | 89.85平米 | 南,670,"74,569",2011,89.85,11,31.28368924,121.3966504,70500,1,,,,,,,,,,,
恒盛鼎城华公馆,满五税少，总价低，地铁口，小区新，环境好,低楼层 (共16层) | 2011年建 | 2室2厅 | 90平米 | 南,710,"78,889",2011,90,11,31.28368924,121.3966504,70500,1,,,,,,,,,,,
恒盛鼎城华公馆,15号线地铁口，满五年，中环边，精装修，小区停车方便,低楼层 (共16层) | 2011年建 | 2室2厅 | 89.83平米 | 南 北,725,"80,709",2011,89.83,11,31.28368924,121.3966504,70500,1,,,,,,,,,,,
恒盛鼎城华公馆,15号线地铁口，满五年仅一套，东边套，小区停车方便,低楼层 (共16层) | 2011年建 | 2室2厅 | 89.8平米 | 南 北,682,"75,947",2011,89.8,11,31.28368924,121.3966504,70500,1,,,,,,,,,,,
恒盛鼎城华公馆,品质小区，有电梯，临地铁，装修一年，从未入住,低楼层 (共16层) | 2011年建 | 2室2厅 | 89.88平米 | 南 北,760,"84,558",2011,89.88,11,31.28368924,121.3966504,70500,1,,,,,,,,,,,
恒盛鼎城华公馆,品质小区，有电梯，临地铁，装修一年，从未入住,低楼层 (共16层) | 2011年建 | 2室2厅 | 89.88平米 | 南 北,760,"84,558",2011,89.88,11,31.28368924,121.3966504,70500,1,,,,,,,,,,,
恒盛鼎城华公馆,【电梯小高层】一梯两户【南北通】出门15号武威东路！,低楼层 (共16层) | 2011年建 | 2室2厅 | 89.89平米 | 南 北,697,"77,540",2011,89.89,11,31.28368924,121.3966504,70500,1,,,,,,,,,,,
恒盛鼎城华公馆,品质小区，临地铁，位置安静，买进价高，业主诚售,低楼层 (共16层) | 2011年建 | 2室2厅 | 89.89平米 | 南 北,680,"75,649",2011,89.89,11,31.28368924,121.3966504,70500,1,,,,,,,,,,,
愉景华庭,南北通透+高楼层+视野开阔+采光充足,高楼层 (共19层) | 2005年建 | 6室3厅 | 248.48平米 | 南 北,1900,"76,465",2005,248.48,17,31.27677432,121.4073867,70500,1,,,,,,,,,,,
振光大厦,距离14号线700米，近中环百联，电梯高层三房，有车位,高楼层 (共22层) | 1998年建 | 3室2厅 | 124.55平米 | 东南 北,660,"52,991",1998,124.55,24,31.2536755,121.3887423,70500,1,,,,,,,,,,,
新宜小区,新宜小区 1室0厅 南,高楼层 (共6层) | 1985年建 | 1室0厅 | 35.08平米 | 南,220,"62,714",1985,35.08,37,31.2720297,121.4439515,70500,1,,,,,,,,,,,
新宜小区,满五，采光好，单价低，南北通，小区环境好，诚意出售,高楼层 (共6层) | 1985年建 | 1室1厅 | 40.05平米 | 南,250,"62,422",1985,40.05,37,31.2720297,121.4439515,70500,1,,,,,,,,,,,
新宜小区,品质小区 低楼层朝南1室1厅 采光好 满五年 仅一套,低楼层 (共6层) | 1984年建 | 1室0厅 | 41.4平米 | 南,267,"64,493",1984,41.4,38,31.2720297,121.4439515,70500,1,,,,,,,,,,,
新宜小区,品质小区，视野宽阔，采光充足，交通便利,高楼层 (共6层) | 1984年建 | 1室0厅 | 35.68平米 | 南,208,"58,296",1984,35.68,38,31.2720297,121.4439515,70500,1,,,,,,,,,,,
新宜小区,品质小区 满五年 朝南一居室带天井 看房随时,低楼层 (共6层) | 1984年建 | 1室1厅 | 32.59平米 | 南,230,"70,574",1984,32.59,38,31.2720297,121.4439515,70500,1,,,,,,,,,,,
新宜小区,朝南一室户，精装修，采光通风好，拎包入住,高楼层 (共6层) | 1985年建 | 1室1厅 | 35.04平米 | 南,215,"61,359",1985,35.04,37,31.2720297,121.4439515,70500,1,,,,,,,,,,,
新宜小区,满五年，仅一套，朝南带阳台，采光充足，视野开阔,高楼层 (共6层) | 1985年建 | 1室1厅 | 40.97平米 | 南,260,"63,462",1985,40.97,37,31.2720297,121.4439515,70500,1,,,,,,,,,,,
新宜小区,新宜小区 1室0厅 南,高楼层 (共6层) | 1985年建 | 1室0厅 | 35.08平米 | 南,220,"62,714",1985,35.08,37,31.2720297,121.4439515,70500,1,,,,,,,,,,,
新宜小区,新宜小区 1室0厅 南,高楼层 (共6层) | 1985年建 | 1室0厅 | 35.08平米 | 南,220,"62,714",1985,35.08,37,31.2720297,121.4439515,70500,1,,,,,,,,,,,
新村路285弄,满五年，诚意售，，户型正，采光好,高楼层 (共6层) | 1981年建 | 2室2厅 | 52.82平米 | 南,358,"67,778",1981,52.82,41,0,0,70500,1,,,,,,,,,,,
新村路285弄,内边套，南北通，户型正，税费少，诚意售,低楼层 (共6层) | 1981年建 | 2室1厅 | 52.82平米 | 南 北,365,"69,103",1981,52.82,41,0,0,70500,1,,,,,,,,,,,
新村路285弄,满五年，诚意售，，户型正，采光好,高楼层 (共6层) | 1981年建 | 2室2厅 | 52.82平米 | 南,358,"67,778",1981,52.82,41,0,0,70500,1,,,,,,,,,,,
新村路285弄,满五年，诚意售，，户型正，采光好,高楼层 (共6层) | 1981年建 | 2室2厅 | 52.82平米 | 南,358,"67,778",1981,52.82,41,0,0,70500,1,,,,,,,,,,,
新村路350弄,南北婚房装修，领包入住，诚意出售。。。。,高楼层 (共7层) | 1996年建 | 2室1厅 | 48.68平米 | 南 北,335,"68,817",1996,48.68,26,31.27188086,121.4387748,70500,1,,,,,,,,,,,
新村路350弄,中间楼层 采光无遮挡 出行便利,中楼层 (共7层) | 1996年建 | 1室1厅 | 48.15平米 | 南,280,"58,152",1996,48.15,26,31.27188086,121.4387748,70500,1,,,,,,,,,,,
新村路350弄,精装修 采光无遮挡 视野开阔 出行便利,中楼层 (共7层) | 1996年建 | 2室1厅 | 59.85平米 | 南 北,388,"64,829",1996,59.85,26,31.27188086,121.4387748,70500,1,,,,,,,,,,,
新村路406,近7号线地铁，急售好房，房东诚意出售,高楼层 (共6层) 2室1厅 | 47.69平米 | 南,295,"61,858",,47.69,,0,0,70500,1,,,,,,,,,,,
新村路410号,中楼层的一房，居住舒适，看房方便，位置舒适,中楼层 (共6层) | 1992年建 | 1室1厅 | 37.61平米 | 南,245,"65,143",1992,37.61,30,0,0,70500,1,,,,,,,,,,,
新村路410号,中楼层的一房，居住舒适，看房方便，位置舒适,中楼层 (共6层) | 1992年建 | 1室1厅 | 37.61平米 | 南,245,"65,143",1992,37.61,30,0,0,70500,1,,,,,,,,,,,
新沪小区,中楼层，采光好，全明户型，诚意出售，品质小区！,中楼层 (共6层) | 1984年建 | 1室1厅 | 34.87平米 | 西南,230,"65,960",1984,34.87,38,31.27487299,121.4438647,70500,1,,,,,,,,,,,
新沪小区,新上房源，诚意出售，看房方便，低总价小两房,高楼层 (共6层) | 1984年建 | 2室1厅 | 42.75平米 | 南,288,"67,369",1984,42.75,38,31.27487299,121.4438647,70500,1,,,,,,,,,,,
新沪小区,中楼层，采光好，全明户型，诚意出售，品质小区！,中楼层 (共6层) | 1984年建 | 1室1厅 | 34.87平米 | 西南,230,"65,960",1984,34.87,38,31.27487299,121.4438647,70500,1,,,,,,,,,,,
新沪小区,南北两房，采光好，户型方正，满五年,高楼层 (共6层) | 1984年建 | 2室0厅 | 41.94平米 | 南 北,285,"67,955",1984,41.94,38,31.27487299,121.4438647,70500,1,,,,,,,,,,,
新湖明珠城（一二期）,（店长推荐）两梯一户，品质装修，全屋地暖+恒温空调,低楼层 (共30层) | 2005年建 | 4室1厅 | 164.15平米 | 南,1600,"97,472",2005,164.15,17,31.24577829,121.4356607,70500,1,,,,,,,,,,,
新长小区,满五唯 一 全明户型 边套一房 空关看房方便 位置安静,中楼层 (共6层) | 1986年建 | 1室0厅 | 35.57平米 | 西南,225,"63,256",1986,35.57,36,31.27175131,121.4408935,70500,1,,,,,,,,,,,
新长小区,满五年 小区环境好 视野无遮挡 南北通风 采光好,高楼层 (共6层) | 1987年建 | 1室1厅 | 40.3平米 | 南,265,"65,757",1987,40.3,35,31.27175131,121.4408935,70500,1,,,,,,,,,,,
新长小区,南北边套全明户型 一室半 采光好 做了美丽家园,高楼层 (共6层) | 1987年建 | 1室1厅 | 41.35平米 | 南,260,"62,878",1987,41.35,35,31.27175131,121.4408935,70500,1,,,,,,,,,,,
新长小区,新长小区 朝南一房 满五年 小区环境好 近同济医院,高楼层 (共6层) | 1993年建 | 1室0厅 | 34.93平米 | 南,225,"64,415",1993,34.93,29,31.27175131,121.4408935,70500,1,,,,,,,,,,,
新长小区,满五年 小区环境好 视野无遮挡 南北通风 采光好,高楼层 (共6层) | 1987年建 | 1室1厅 | 40.3平米 | 南,265,"65,757",1987,40.3,35,31.27175131,121.4408935,70500,1,,,,,,,,,,,
新长小区,中楼层 满五年 产权清晰 诚意出售 美丽家园已做好,中楼层 (共6层) | 1993年建 | 1室0厅 | 34.98平米 | 南,228,"65,181",1993,34.98,29,31.27175131,121.4408935,70500,1,,,,,,,,,,,
新长小区,满五唯 一 精装修一室户 美丽家园 户型方正,高楼层 (共6层) | 1986年建 | 1室1厅 | 35.09平米 | 南,222,"63,266",1986,35.09,36,31.27175131,121.4408935,70500,1,,,,,,,,,,,
新长征花苑,二街坊一房，低楼层，税费一半满五,低楼层 (共6层) | 1997年建 | 1室1厅 | 46.88平米 | 南 北,339,"72,313",1997,46.88,25,31.24234551,121.3806038,70500,1,,,,,,,,,,,
新长征花苑,商圈+交通便利+双南居家全明户型+诚意出售！,高楼层 (共6层) | 1997年建 | 2室1厅 | 65.17平米 | 南 北,450,"69,051",1997,65.17,25,31.24234551,121.3806038,70500,1,,,,,,,,,,,
新长征花苑,双南厅南北通+全明开间+一楼带院子+近商圈地铁+花园式,低楼层 (共6层) | 1995年建 | 3室1厅 | 82.38平米 | 南,580,"70,406",1995,82.38,27,31.24234551,121.3806038,70500,1,,,,,,,,,,,
新长征花苑,13~14号双轨+二期中楼层两房+全明户型+诚意出售,中楼层 (共6层) | 1997年建 | 2室1厅 | 56.93平米 | 南 北,404,"70,965",1997,56.93,25,31.24234551,121.3806038,70500,1,,,,,,,,,,,
新长征花苑,长征板块双南小两房，采光充足，位置安静，地铁沿线。,高楼层 (共6层) | 1997年建 | 2室1厅 | 56.93平米 | 南,409,"71,843",1997,56.93,25,31.24234551,121.3806038,70500,1,,,,,,,,,,,
新长征花苑,13~14号双轨+二期中楼层两房+全明户型+诚意出售,中楼层 (共6层) | 1997年建 | 2室1厅 | 56.93平米 | 南 北,404,"70,965",1997,56.93,25,31.24234551,121.3806038,70500,1,,,,,,,,,,,
新黄小区,2楼两房两厅东边套，均价低，地铁500米,低楼层 (共7层) | 1994年建 | 2室2厅 | 82平米 | 南 北,522,"63,659",1994,82,28,31.27033785,121.4353582,70500,1,,,,,,,,,,,
新黄小区,大三房，售后公房税少，近地铁，配套全,中楼层 (共7层) | 1994年建 | 2室1厅 | 75.18平米 | 南,496,"65,975",1994,75.18,28,31.27033785,121.4353582,70500,1,,,,,,,,,,,
日月星辰,270度采光，每个功能间都可享受自然采光,低楼层 (共28层) | 2000年建 | 2室1厅 | 108.51平米 | 东南 南 北,925,"85,246",2000,108.51,22,31.24869083,121.4480759,70500,1,,,,,,,,,,,
日月星辰,内环千万不能错过的两房！（公园旁+双地铁+配套全）,中楼层 (共28层) | 2000年建 | 2室1厅 | 98.02平米 | 南,835,"85,187",2000,98.02,22,31.24869083,121.4480759,70500,1,,,,,,,,,,,
昆仑花苑,近14号线，中间位置，视野开阔，带装修，拎包入住,高楼层 (共6层) | 1999年建 | 3室1厅 | 104.2平米 | 南,530,"50,864",1999,104.2,23,31.26561667,121.3865261,70500,1,,,,,,,,,,,
昆仑花苑,满五仅一+诚意出售+全明户型+一梯两户,高楼层 (共6层) | 1999年建 | 2室1厅 | 74.76平米 | 南,430,"57,518",1999,74.76,23,31.26561667,121.3865261,70500,1,,,,,,,,,,,
昆仑花苑,诚意出售+全明户型+房屋质量高,高楼层 (共6层) | 1998年建 | 2室1厅 | 73.61平米 | 南,410,"55,699",1998,73.61,24,31.26561667,121.3865261,70500,1,,,,,,,,,,,
明丰世纪苑,中环旁高档小区全明大四房看房方便诚意出售位置佳,中楼层 (共5层) | 2003年建 | 4室2厅 | 173.91平米 | 南,1214,"69,807",2003,173.91,19,31.26750037,121.3977084,70500,1,,,,,,,,,,,
明丰世纪苑,业主急售电梯房次顶楼，南北直通两房采光视野好无遮挡,高楼层 (共12层) | 2003年建 | 2室2厅 | 106.42平米 | 南 北,740,"69,536",2003,106.42,19,31.26750037,121.3977084,70500,1,,,,,,,,,,,
星梅花苑,业主诚意，随时看房，经典户型。,低楼层 (共6层) | 1994年建 | 2室1厅 | 46.83平米 | 南,360,"76,874",1994,46.83,28,31.24957648,121.3950263,70500,1,,,,,,,,,,,
星梅花苑,总价低，位置好。少数户型，改东性造强,高楼层 (共6层) | 1994年建 | 1室1厅 | 43.82平米 | 南,320,"73,027",1994,43.82,28,31.24957648,121.3950263,70500,1,,,,,,,,,,,
星梅花苑,新上笋盘，总价低，位置好，少有户型改动强,高楼层 (共6层) | 1994年建 | 1室1厅 | 43.82平米 | 南,328,"74,852",1994,43.82,28,31.24957648,121.3950263,70500,1,,,,,,,,,,,
星梅花苑,新出笋盘，满五，诚意售，看房方便,中楼层 (共5层) | 1994年建 | 2室1厅 | 65.39平米 | 东南,480,"73,406",1994,65.39,28,31.24957648,121.3950263,70500,1,,,,,,,,,,,
星梅花苑,新出笋盘，精装修小区好位置中间楼层,低楼层 (共6层) | 1994年建 | 1室1厅 | 43.82平米 | 南,330,"75,309",1994,43.82,28,31.24957648,121.3950263,70500,1,,,,,,,,,,,
星梅花苑,近百联，配套成熟，经典小户型，中间楼层位置好,低楼层 (共6层) | 1994年建 | 1室0厅 | 35.93平米 | 南,285,"79,321",1994,35.93,28,31.24957648,121.3950263,70500,1,,,,,,,,,,,
星梅花苑,此房满五税费少，中楼层，小区好位置。,中楼层 (共6层) | 1994年建 | 1室1厅 | 43.73平米 | 南 北,340,"77,750",1994,43.73,28,31.24957648,121.3950263,70500,1,,,,,,,,,,,
星梅花苑,总价导向，新普陀+梅陇的两房，舍我其谁？,高楼层 (共6层) | 1994年建 | 2室2厅 | 49.19平米 | 南 西 北,380,"77,252",1994,49.19,28,31.24957648,121.3950263,70500,1,,,,,,,,,,,
星河世纪城,中环内 F中 心 南北户型 一梯两户 好楼层 品质小区,中楼层 (共17层) | 2005年建 | 2室2厅 | 104.29平米 | 南 北,860,"82,463",2005,104.29,17,31.26518021,121.4006461,70500,1,,,,,,,,,,,
